,alpha_wave,beta_wave,theta_wave,delta_wave,gamma_wave,attention,hrv,hr,coherence,SP ratio,BM,sleep,eda,temperature
2023-11-24 13:16:40,94.58095333333333,105.35376666666667,90.9332,83.59204666666666,96.65024666666665,69.4,13.0,123.06666666666666,0.0,1.1585841768096434,0.0,101.0,,-4.433862
2023-11-24 13:16:50,95.0567375,105.33888125,90.3536,83.92435,95.80255,73.5,11.8,117.86666666666666,0.0,1.165851512834021,0.0,101.0,,-4.445529
2023-11-24 13:17:00,95.0304625,105.50383125,91.38262499999999,85.09625625,96.13794375,75.125,14.642857142857142,112.21428571428571,0.0,1.1545283498914594,0.0,101.0,,-4.457195
2023-11-24 13:17:10,94.61493125000001,105.60345625,91.8616375,85.56131875,96.85333125000001,67.3125,26.533333333333335,101.46666666666667,0.0,1.149592573396049,0.0,101.0,,-4.457195
2023-11-24 13:17:20,93.7739125,105.7734875,90.44600625000001,83.64635000000001,96.66816250000001,65.0,42.333333333333336,101.4,0.0,1.1694655395577511,0.0,101.0,,-4.457195
2023-11-24 13:17:30,93.54809374999999,105.6737,90.69973125,83.14053125000001,96.56226875,80.0625,45.785714285714285,104.42857142857143,0.0,1.1650938601871546,0.0,101.0,,-4.457195
2023-11-24 13:17:40,94.2418875,105.40910625000001,92.276775,84.43015,96.34582499999999,68.375,43.266666666666666,102.66666666666667,0.0,1.1423145883674415,0.0,101.0,,-4.457195
2023-11-24 14:03:40,100.93493846153845,105.27923846153845,100.29013846153846,93.67365384615383,96.25147692307692,0.0,0.0,0.0,0.0,1.0497466657892125,1.0,101.0,,-4.060529
2023-11-24 14:03:50,100.49989375000001,105.1340625,99.7646125,92.85610625000001,96.46122500000001,50.5,0.0,32.785714285714285,0.0,1.0538211883497268,1.0,101.0,,-4.068862
2023-11-24 14:04:00,99.84381250000001,105.00073749999999,98.46553125,90.98290625000001,96.88006874999999,65.8125,0.0,101.78571428571429,0.0,1.0663704970362406,1.0,101.0,,-4.077195
2023-11-24 14:04:10,99.31873125,105.0412375,98.4995375,90.087525,96.64093125000001,61.3125,0.0,113.07142857142857,0.0,1.0664135098096272,1.0,101.0,,-4.070529
2023-11-24 14:04:20,100.87458,105.51393333333336,99.59400666666667,90.56409333333335,96.58344000000001,63.13333333333333,0.0,119.0,0.0,1.059440591505473,1.0,101.0,,-4.063862
2023-11-24 14:04:30,101.27761874999999,105.75926874999999,100.66209375,92.47993124999999,96.40844374999999,63.1875,0.0,123.71428571428571,0.0,1.0506364889713016,1.0,101.0,,-4.057195
2023-11-24 14:04:40,102.06596875,105.5238125,101.46475000000001,93.78635,97.2013875,74.875,0.0,124.5,0.0,1.0400046567896732,1.0,101.0,,-4.050529
2023-11-24 14:04:50,102.39081875,105.332375,101.9928625,94.30625625,98.2853875,78.4375,0.0,120.93333333333334,0.0,1.0327426098076224,1.0,101.0,,-4.043862
2023-11-24 14:05:00,103.1048625,105.47316875,102.35673750000001,94.9386375,98.97631874999999,91.1875,18.214285714285715,119.85714285714286,0.0,1.0304467622368287,1.0,101.0,,-4.037195
2023-11-24 14:05:10,102.69376875,105.36253124999999,101.66990625,94.81620625,98.39133749999999,90.9375,24.428571428571427,119.5,0.0,1.0363197443196226,1.0,101.0,,-4.028862
2023-11-24 14:05:20,102.17246250000001,104.77257499999999,101.37423749999999,94.6664375,97.41205,83.5625,12.0,117.14285714285714,0.0,1.0335226935738975,1.0,101.0,,-4.020529
2023-11-24 14:05:30,102.03252499999999,104.71074999999999,100.70755625000001,94.89895625,96.9856625,79.9375,10.2,120.53333333333333,0.0,1.0397506790857114,2.0,101.0,,-4.012195
2023-11-24 14:05:40,101.61217333333333,104.86278,100.43966666666665,95.09138666666666,98.20688,81.73333333333333,9.714285714285714,119.64285714285714,0.0,1.0440375150587917,2.0,101.0,,-4.003862
2023-11-24 14:05:50,100.33496875,104.70155,99.9890625,93.87018125,97.98001875,83.6875,7.785714285714286,118.42857142857143,0.0,1.0471300298470145,2.0,101.0,,-3.995529
2023-11-24 14:06:00,99.48418125,104.5161375,98.87498124999999,92.06225625,97.136775,72.6875,8.666666666666666,111.46666666666667,0.3333333333333333,1.057053424219992,2.0,101.0,,-3.987195
2023-11-24 14:06:10,100.3419625,104.572325,99.13858125,92.57024999999999,96.66930624999999,71.8125,17.928571428571427,111.14285714285714,1.0,1.0548095774771844,2.0,101.0,,-4.022195
2023-11-24 14:06:20,101.61271875,104.8859625,100.6979,94.22003125,97.66929375000001,87.125,19.857142857142858,110.14285714285714,1.0,1.0415903658368248,2.0,101.0,,-4.057195
2023-11-24 14:06:30,101.30452500000001,104.9050875,101.05686874999999,94.74880625,98.38803125000001,85.25,21.285714285714285,110.21428571428571,1.0,1.0380797346840416,1.0,101.0,,-4.092195
2023-11-24 14:06:40,100.758675,104.41308125,100.23509375,94.62649375,98.2215375,73.8125,21.866666666666667,111.13333333333334,1.0,1.0416818834970163,1.0,101.0,,-4.127195
2023-11-24 14:06:50,99.778725,103.58049374999999,99.10538749999999,93.69369375,96.91860625,77.1875,18.5,117.57142857142857,0.21428571428571427,1.0451550249980104,1.0,101.0,,-4.162195
2023-11-24 14:07:00,99.69175333333334,102.89057333333334,99.36605333333334,92.84492,95.36322666666668,66.53333333333333,17.642857142857142,117.07142857142857,0.0,1.0354700612710928,1.0,101.0,,-4.197195
2023-11-24 14:07:10,100.58819375,103.45885625,100.57893125,93.2920125,95.51625625,74.4375,17.8,119.13333333333334,0.0,1.0286334818257477,1.0,101.0,,-4.210529
2023-11-24 14:07:20,101.16080625000001,104.0866125,100.83555625,94.06686249999998,96.2565625,71.4375,18.0,116.14285714285714,0.0,1.032241169394055,1.0,101.0,,-4.223862
2023-11-24 14:07:30,100.48049375,105.11128124999999,99.75733125000001,93.52598125,97.2025625,74.625,17.142857142857142,112.78571428571429,0.0,1.0536697396864252,1.0,101.0,,-4.237195
2023-11-24 14:07:40,99.3067875,105.25571875,98.93640625,92.6427625,97.02726249999999,74.1875,16.285714285714285,111.57142857142857,0.0,1.0638724685838283,1.0,101.0,,-4.250529
2023-11-24 14:07:50,99.28857500000001,104.6085875,99.05435625,92.62348125,96.62381875,85.6875,13.466666666666667,117.2,0.0,1.0560725591510771,1.0,101.0,,-4.263862
2023-11-24 14:08:00,99.23640625000002,103.7537875,100.105775,93.23330000000001,95.86490625,79.8125,13.357142857142858,119.71428571428571,0.0,1.0364415789198975,1.0,101.0,,-4.277195
2023-11-24 14:08:10,99.18755,103.677675,100.4674,92.7671875,95.460425,79.5625,14.571428571428571,117.78571428571429,0.0,1.0319533998092913,1.0,101.0,,-4.283862
2023-11-24 14:08:20,99.87164,104.65715333333334,100.62215999999998,92.50627999999999,96.69528666666666,77.93333333333334,14.2,118.13333333333334,0.0,1.0401004444084023,1.0,101.0,,-4.290529
2023-11-24 14:08:30,99.9861,104.51989375,99.65700625,91.85666875,96.74536875,78.0625,14.071428571428571,119.0,0.0,1.0487962430639441,0.0,101.0,,-4.297195
